,main_player,main_player_current_name,main_player_won,main_player_civ,main_player_civ_name,other_player_civ,other_player_civ_name,match_id,version,ranked,map_type,game_started,p1_name,p1_id,p1_rating,p1_won,p2_name,p2_id,p2_rating,p2_won,Feudal Age,Castle Age,Feudal Age_Archer Rush,Q_Feudal Age_Archer Rush,Feudal Age_Blacksmith,Feudal Age_Range,Castle Age_3+ TC Boom,Castle Age_University,Castle Age_Siege,Dark Age_Mill,Dark Age_Lumber Camp,Dark Age_Deer Lure,Feudal Age_Man At Arms Tech,Feudal Age_Man-at-Arms,Q_Feudal Age_Man-at-Arms,Castle Age_Two TC,Imperial Age,Feudal Age_Skirm Rush,Q_Feudal Age_Skirm Rush,Castle Age_Monastery,Dark Age_Drush,Q_Dark Age_Drush,Dark Age_Barracks,Feudal Age_Eagle Rush,Q_Feudal Age_Eagle Rush,Feudal Age_Fast Castle,Castle Age_Single TC,Feudal Age_Spear Rush,Q_Feudal Age_Spear Rush,Feudal Age_Market,Feudal Age_Scout Rush,Q_Feudal Age_Scout Rush,Feudal Age_stable,Castle Age_Castle,Dark Age_Fast Castle Dark Age Attempt,Dark Age_Town Center Rush,Dark Age_Mining Camp,Castle Age_Fats Imperial
404,[KGB] RiuT,[KGB] RiuT,FALSE,33,Tatars,16,Mayans,88121991,46295,TRUE,9,1619832957,[KGB] RiuT,673196,2287,FALSE,FB.Kasva,1224481,2291,TRUE,7.112266667,18.3156,2,4,0,10,0,10,10,10,10,0,0,0,0,0,40.52003333,1,2,0,0,0,0,0,0,0,10,0,0,0,1,2,10,0,0,0,0,0
405,FB.Kasva,FB.Kasva,TRUE,16,Mayans,33,Tatars,88121991,46295,TRUE,9,1619832957,[KGB] RiuT,673196,2287,FALSE,FB.Kasva,1224481,2291,TRUE,7.952983333,17.14563333,2,7,10,10,10,0,0,10,10,3,10,10,4,0,40.9489,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,10,0,0,0,0
406,twitch.tv/st4rk_,twitch.tv/st4rk_,FALSE,18,Koreans,22,Magyars,89165856,47820,TRUE,9,1620176651,twitch.tv/st4rk_,986504,2216,FALSE,[KGB] GoKu,1893397,2264,TRUE,7.61965,18.76131667,3,8,10,10,0,10,0,10,10,2,10,10,3,0,0,0,0,10,0,0,0,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0
407,[KGB] GoKu,[KGB] GoKu,TRUE,22,Magyars,18,Koreans,89165856,47820,TRUE,9,1620176651,twitch.tv/st4rk_,986504,2216,FALSE,[KGB] GoKu,1893397,2264,TRUE,7.118483333,18.35625,0,0,0,10,0,0,10,10,10,3,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,3,10,0,0,0,0,0
408,SongSongAOE,SongSongAOE,FALSE,4,Teutons,33,Tatars,87459064,46295,TRUE,9,1619581217,SongSongAOE,2733015,2324,FALSE,BacT,312938,2453,TRUE,7.232966667,23.15271667,3,11,10,10,10,0,0,10,10,0,0,0,0,0,39.37278333,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
409,BacT,BacT,TRUE,33,Tatars,4,Teutons,87459064,46295,TRUE,9,1619581217,SongSongAOE,2733015,2324,FALSE,BacT,312938,2453,TRUE,8.541716667,24.83578333,2,4,10,10,10,0,0,10,10,2,0,0,0,0,37.42708333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
410,[KGB] F1Re,[KGB] F1Re,TRUE,6,Chinese,22,Magyars,89169649,47820,TRUE,9,1620178101,[KGB] F1Re,196310,2398,TRUE,[LGe] Uzzi,229071,2062,FALSE,7.499733333,20.47023333,0,0,0,10,10,0,0,10,10,3,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,2,6,10,0,0,0,0,0
411,[LGe] Uzzi,[LGe] Uzzi,FALSE,22,Magyars,6,Chinese,89169649,47820,TRUE,9,1620178101,[KGB] F1Re,196310,2398,TRUE,[LGe] Uzzi,229071,2062,FALSE,7.924866667,23.37356667,2,5,0,10,0,0,0,10,10,1,10,10,4,10,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,10,0,0,0,0,0
412,DemonSheep,DemonSheep,FALSE,28,Khmer,22,Magyars,87299117,46295,TRUE,9,1619521679,DemonSheep,226697,2117,FALSE,DADA_KW,199419,2179,TRUE,7.0801,17.94083333,0,0,0,10,10,0,0,10,10,3,0,0,0,0,35.63618333,1,3,10,0,0,0,0,0,0,0,1,3,0,1,2,10,0,0,0,0,0
413,DADA_KW,DADA_KW,TRUE,22,Magyars,28,Khmer,87299117,46295,TRUE,9,1619521679,DemonSheep,226697,2117,FALSE,DADA_KW,199419,2179,TRUE,7.001233333,17.57708333,0,0,10,0,10,0,10,10,10,4,0,0,0,0,39.46916667,0,0,10,0,0,0,0,0,0,0,1,2,0,2,6,10,0,0,0,0,0
414,Zuppi,Zuppi,TRUE,23,Slavs,2,Franks,87287984,46295,TRUE,9,1619514564,Zuppi,575722,2315,TRUE,GL.slam,614315,2331,FALSE,7.4925,21.21168333,0,0,0,10,10,0,10,10,10,1,0,0,0,0,45.8433,0,0,10,0,0,0,0,0,0,0,1,3,0,2,7,10,0,0,0,0,0
415,GL.slam,GL.slam,FALSE,2,Franks,23,Slavs,87287984,46295,TRUE,9,1619514564,Zuppi,575722,2315,TRUE,GL.slam,614315,2331,FALSE,7.571633333,19.77715,3,8,10,10,10,10,0,10,10,1,10,10,3,0,32.04148333,0,0,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
416,Scotty,Scotty,FALSE,9,Saracens,23,Slavs,88891049,46295,TRUE,9,1620074808,Scotty,301918,2191,FALSE,[KGB] GoKu,1893397,2259,TRUE,9.232283333,16.86698333,3,9,0,10,0,0,0,0,10,1,0,0,0,0,0,0,0,0,10,3,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0
417,[KGB] GoKu,[KGB] GoKu,TRUE,23,Slavs,9,Saracens,88891049,46295,TRUE,9,1620074808,Scotty,301918,2191,FALSE,[KGB] GoKu,1893397,2259,TRUE,7.372433333,17.13165,2,5,10,10,0,0,0,10,10,1,10,10,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
418,KongeQrnen,KongeQrnen,FALSE,16,Mayans,36,Burgundians,89039872,47820,TRUE,9,1620141087,KongeQrnen,725502,2254,FALSE,_WWP_Yo,197964,2443,TRUE,10.04181667,19.72555,3,11,0,10,10,10,0,0,10,1,10,10,3,0,28.97641667,2,4,10,10,3,10,1,3,0,0,2,4,0,0,0,0,0,0,0,0,0
419,_WWP_Yo,_WWP_Yo,TRUE,36,Burgundians,16,Mayans,89039872,47820,TRUE,9,1620141087,KongeQrnen,725502,2254,FALSE,_WWP_Yo,197964,2443,TRUE,7.60215,20.0684,0,0,0,10,0,0,10,10,10,1,0,0,0,10,36.88221667,2,5,0,0,0,0,0,0,0,0,0,0,0,1,3,10,10,0,0,0,0
420,_XD_xiaofan,_XD_xiaofan,TRUE,16,Mayans,16,Mayans,86060285,46295,TRUE,9,1619098280,_XD_xiaofan,563078,2163,TRUE,_WWP_AocEr_PAL,2461090,2185,FALSE,11.52106667,17.84186667,0,0,10,0,0,0,10,0,10,3,0,0,0,0,0,0,0,10,10,3,10,4,13,0,10,0,0,10,0,0,0,0,10,0,0,0
421,_WWP_AocEr_PAL,_WWP_AocEr_PAL,FALSE,16,Mayans,16,Mayans,86060285,46295,TRUE,9,1619098280,_XD_xiaofan,563078,2163,TRUE,_WWP_AocEr_PAL,2461090,2185,FALSE,7.599016667,17.27553333,2,5,10,10,10,0,0,10,10,3,10,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,VNS_FasT_,VNS_FasT_,TRUE,27,Berbers,27,Berbers,88485167,46295,TRUE,9,1619946285,VNS_FasT_,3366437,1973,TRUE,DS_SalicumJr,2526695,1986,FALSE,7.619233333,16.62988333,0,0,0,10,10,0,10,10,10,2,0,0,0,0,30.91156667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
423,DS_SalicumJr,DS_SalicumJr,FALSE,27,Berbers,27,Berbers,88485167,46295,TRUE,9,1619946285,VNS_FasT_,3366437,1973,TRUE,DS_SalicumJr,2526695,1986,FALSE,7.735683333,17.3815,0,0,10,0,10,10,0,10,10,0,0,0,0,0,33.5571,0,0,10,0,0,0,0,0,0,0,0,0,0,1,2,10,0,0,0,0,0
424,QNA_Whocl,QNA_Whocl,FALSE,28,Khmer,6,Chinese,87726711,46295,TRUE,9,1619701293,QNA_Whocl,2309468,2101,FALSE,会所之王,5602224,2194,TRUE,8.3368,10.96553333,0,0,10,0,10,0,10,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0
425,会所之王,会所之王,TRUE,6,Chinese,28,Khmer,87726711,46295,TRUE,9,1619701293,QNA_Whocl,2309468,2101,FALSE,会所之王,5602224,2194,TRUE,10.749,13.82713333,0,0,10,0,0,0,10,10,10,2,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0
426,Iroha,Iroha,TRUE,7,Byzantines,5,Japanese,88589923,46295,TRUE,9,1619974877,Iroha,243287,2097,TRUE,vandamme,4102146,2123,FALSE,8.03065,20.73741667,4,17,10,10,0,10,10,10,10,2,0,0,0,0,29.73465,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
427,vandamme,vandamme,FALSE,5,Japanese,7,Byzantines,88589923,46295,TRUE,9,1619974877,Iroha,243287,2097,TRUE,vandamme,4102146,2123,FALSE,7.1526,19.71121667,3,8,10,10,10,10,10,10,10,0,10,10,3,0,38.70423333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,Survivalist,Survivalist,TRUE,11,Vikings,24,Portuguese,86227674,46295,TRUE,9,1619148219,Survivalist,247224,1985,TRUE,UndeckedAttic68,4478192,2036,FALSE,7.420383333,17.52606667,0,0,10,10,10,0,10,10,10,1,10,10,3,0,35.43201667,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,UndeckedAttic68,UndeckedAttic68,FALSE,24,Portuguese,11,Vikings,86227674,46295,TRUE,9,1619148219,Survivalist,247224,1985,TRUE,UndeckedAttic68,4478192,2036,FALSE,7.526783333,19.70228333,2,7,10,10,10,10,0,10,10,0,0,0,0,0,36.39995,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,hootie,hootie,FALSE,8,Persians,17,Huns,88147078,46295,TRUE,9,1619840820,hootie,951203,2133,FALSE,[KGB] RiuT,673196,2278,TRUE,7.1834,20.11958333,0,0,0,0,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,4,10,0,0,0,0,0
431,[KGB] RiuT,[KGB] RiuT,TRUE,17,Huns,8,Persians,88147078,46295,TRUE,9,1619840820,hootie,951203,2133,FALSE,[KGB] RiuT,673196,2278,TRUE,7.444266667,16.88723333,0,0,0,10,0,10,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,2,4,10,0,0,0,0,0
432,Inc,Inc,FALSE,24,Portuguese,27,Berbers,87666070,46295,TRUE,9,1619664331,Inc,221997,2029,FALSE,October Sky,3152642,2120,TRUE,7.873316667,18.60991667,3,8,0,10,0,10,0,10,10,1,10,10,3,0,0,0,0,0,0,0,0,0,0,0,10,2,4,10,0,0,0,10,0,0,0,0
433,小霸王回來囉,October Sky,TRUE,27,Berbers,24,Portuguese,87666070,46295,TRUE,9,1619664331,Inc,221997,2029,FALSE,October Sky,3152642,2120,TRUE,7.252183333,19.34793333,0,0,0,10,10,0,0,10,10,3,0,0,0,0,35.03586667,2,6,10,0,0,0,0,0,0,0,0,0,0,1,3,10,10,0,0,0,0
434,Blade,Hoodlum,FALSE,16,Mayans,6,Chinese,87850284,46295,TRUE,9,1619735765,Hoodlum,1177662,2032,FALSE,DS_Carbo__,618731,2078,TRUE,9.4346,18.0302,2,4,10,10,10,0,0,0,10,0,0,0,0,0,0,2,4,10,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,DS_Carbo__,DS_Carbo__,TRUE,6,Chinese,16,Mayans,87850284,46295,TRUE,9,1619735765,Hoodlum,1177662,2032,FALSE,DS_Carbo__,618731,2078,TRUE,7.869866667,17.50868333,2,7,0,10,10,0,0,10,10,2,0,0,0,0,34.40161667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0
436,_WWP_Yo,_WWP_Yo,FALSE,14,Spanish,6,Chinese,87558953,46295,TRUE,9,1619631284,_WWP_Yo,197964,2458,FALSE,d.,1486575,2479,TRUE,7.080016667,16.17038333,0,0,10,0,0,0,10,10,10,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,1,3,10,0,0,0,0,0
437,d.,d.,TRUE,6,Chinese,14,Spanish,87558953,46295,TRUE,9,1619631284,_WWP_Yo,197964,2458,FALSE,d.,1486575,2479,TRUE,7.526666667,17.21828333,1,3,0,10,10,0,10,10,10,2,0,0,0,0,33.91081667,0,0,10,0,0,0,0,0,0,0,1,2,0,1,3,10,0,0,0,0,0
438,Andre_2i,Andre_2i,FALSE,17,Huns,27,Berbers,87356248,46295,TRUE,9,1619543678,Andre_2i,635884,2026,FALSE,DarkAoE | Twitch,1407942,2140,TRUE,7.6636,19.3648,3,10,10,10,0,10,0,10,10,1,10,10,3,10,33.04581667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,DarkAoE | Twitch,DarkAoE | Twitch,TRUE,27,Berbers,17,Huns,87356248,46295,TRUE,9,1619543678,Andre_2i,635884,2026,FALSE,DarkAoE | Twitch,1407942,2140,TRUE,7.427,19.41603333,2,7,10,10,10,0,10,10,10,1,10,10,4,0,33.4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
440,The_Dragonstar,The_Dragonstar,FALSE,17,Huns,36,Burgundians,88817850,46295,TRUE,9,1620056436,The_Dragonstar,182749,2304,FALSE,GL.DauT,198035,2382,TRUE,7.35215,19.42046667,0,0,10,10,10,10,0,10,10,2,10,10,6,0,34.90161667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,GL.DauT,GL.DauT,TRUE,36,Burgundians,17,Huns,88817850,46295,TRUE,9,1620056436,The_Dragonstar,182749,2304,FALSE,GL.DauT,198035,2382,TRUE,11.32236667,21.05421667,0,0,10,0,10,0,0,10,10,1,0,0,0,0,32.07321667,0,0,10,10,3,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0
442,DS_Lucky_Rox,DS_Lucky_Rox,FALSE,29,Malay,26,Malians,89054645,47820,TRUE,9,1620145398,DS_Lucky_Rox,945852,2211,FALSE,SalzZ_classicpro,1754629,2331,TRUE,11.16761667,22.37161667,3,8,10,10,0,0,0,10,10,0,10,10,3,0,0,2,4,0,10,3,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0
443,SalzZ_classicpro,SalzZ_classicpro,TRUE,26,Malians,29,Malay,89054645,47820,TRUE,9,1620145398,DS_Lucky_Rox,945852,2211,FALSE,SalzZ_classicpro,1754629,2331,TRUE,8.9269,20.53893333,4,18,0,10,0,0,0,0,10,0,10,10,3,10,0,0,0,0,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,RoR | Rise,RoR | Rise,TRUE,16,Mayans,11,Vikings,88507622,46295,TRUE,9,1619954659,RoR | Rise,210388,2129,TRUE,RoR | Shades,1793493,2155,FALSE,7.900916667,18.1207,1,3,10,10,0,0,0,10,10,0,10,10,4,10,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,RoR | Shades,RoR | Shades,FALSE,11,Vikings,16,Mayans,88507622,46295,TRUE,9,1619954659,RoR | Rise,210388,2129,TRUE,RoR | Shades,1793493,2155,FALSE,7.420433333,17.91505,2,7,10,10,0,0,0,10,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
446,UndeckedAttic68,UndeckedAttic68,TRUE,11,Vikings,26,Malians,84865748,46295,TRUE,9,1618665687,UndeckedAttic68,4478192,2028,TRUE,Big Scoob,3324111,1857,FALSE,8.405433333,21.27683333,2,5,10,10,0,10,10,10,10,0,10,10,4,0,0,2,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
447,Big Scoob,Big Scoob,FALSE,26,Malians,11,Vikings,84865748,46295,TRUE,9,1618665687,UndeckedAttic68,4478192,2028,TRUE,Big Scoob,3324111,1857,FALSE,7.547233333,21.60983333,4,22,0,10,10,10,10,10,10,1,10,10,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,FB.Kasva,FB.Kasva,FALSE,2,Franks,4,Teutons,87910486,46295,TRUE,9,1619762042,FB.Kasva,1224481,2340,FALSE,ACCM |AOEbuilds.com,347269,2474,TRUE,7.471983333,17.2723,0,0,10,0,0,0,0,10,10,0,0,0,0,10,35.6475,0,0,10,0,0,0,0,0,0,0,2,4,0,1,3,10,10,0,0,0,0
449,ACCM |AOEbuilds.com,ACCM |AOEbuilds.com,TRUE,4,Teutons,2,Franks,87910486,46295,TRUE,9,1619762042,FB.Kasva,1224481,2340,FALSE,ACCM |AOEbuilds.com,347269,2474,TRUE,7.547583333,17.23481667,0,0,10,0,10,0,10,10,10,2,0,0,0,0,34.85485,0,0,10,0,0,0,0,0,0,0,2,7,0,2,5,10,0,0,0,0,0
450,Cata,Cata,TRUE,23,Slavs,16,Mayans,85721800,46295,TRUE,9,1618954266,Cata,2401889,2277,TRUE,[LGe] Uzzi,229071,2108,FALSE,7.492266667,18.01633333,0,0,10,0,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
451,SuN | Uzzi,[LGe] Uzzi,FALSE,16,Mayans,23,Slavs,85721800,46295,TRUE,9,1618954266,Cata,2401889,2277,TRUE,[LGe] Uzzi,229071,2108,FALSE,9.4484,18.00606667,3,9,10,10,0,10,0,10,10,0,10,10,3,10,29.6455,0,0,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,Phantom of the Arena,Phantom of the Arena,TRUE,15,Aztecs,23,Slavs,88947441,47820,TRUE,9,1620094555,Phantom of the Arena,4620061,2348,TRUE,DS_Carbo__,618731,2034,FALSE,8.384966667,18.10936667,1,2,10,10,10,0,0,10,10,2,10,10,4,0,33.28303333,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,DS_Carbo__,DS_Carbo__,FALSE,23,Slavs,15,Aztecs,88947441,47820,TRUE,9,1620094555,Phantom of the Arena,4620061,2348,TRUE,DS_Carbo__,618731,2034,FALSE,7.962633333,17.41963333,2,7,10,10,10,10,10,10,10,1,0,0,0,0,35.57156667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,d.,d.,FALSE,36,Burgundians,21,Incas,89198883,47820,TRUE,9,1620189962,d.,1486575,2467,FALSE,ACCM |AOEbuilds.com,347269,2504,TRUE,7.959683333,23.19516667,2,5,10,10,10,0,10,10,10,1,10,10,8,0,36.66016667,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
455,ACCM |AOEbuilds.com,ACCM |AOEbuilds.com,TRUE,21,Incas,36,Burgundians,89198883,47820,TRUE,9,1620189962,d.,1486575,2467,FALSE,ACCM |AOEbuilds.com,347269,2504,TRUE,7.56495,21.57555,2,4,10,10,10,10,0,10,10,0,10,10,3,0,35.9598,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,youhou,youhou,TRUE,35,Lithuanians,11,Vikings,85525819,46295,TRUE,9,1618875825,youhou,1630401,2131,TRUE,Cata,2401889,2286,FALSE,8.83755,18.61415,2,4,10,10,0,0,10,0,10,0,0,0,0,0,40.53903333,2,4,10,10,3,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
457,Cata,Cata,FALSE,11,Vikings,35,Lithuanians,85525819,46295,TRUE,9,1618875825,youhou,1630401,2131,TRUE,Cata,2401889,2286,FALSE,7.509916667,18.92648333,2,7,10,10,10,0,10,10,10,1,10,10,3,0,32.98791667,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,Nightstyle,Nightstyle,FALSE,3,Goths,13,Celts,83508843,46295,TRUE,9,1618166744,Nightstyle,3072491,2021,FALSE,HENTBOLCU60,4670972,2140,TRUE,7.977,19.43728333,2,6,10,10,0,0,0,10,10,0,10,10,4,10,41.52565,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
459,HENTBOLCU60,HENTBOLCU60,TRUE,13,Celts,3,Goths,83508843,46295,TRUE,9,1618166744,Nightstyle,3072491,2021,FALSE,HENTBOLCU60,4670972,2140,TRUE,7.547216667,18.91283333,3,9,10,10,10,10,0,10,10,1,10,10,7,0,42.17453333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
460,BacT,BacT,TRUE,27,Berbers,1,Britons,89004351,47820,TRUE,9,1620127789,BacT,312938,2436,TRUE,TheMax,572017,2440,FALSE,9.211233333,0,1,2,10,10,0,0,0,0,10,3,10,10,4,0,0,2,5,0,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,TheMax,TheMax,FALSE,1,Britons,27,Berbers,89004351,47820,TRUE,9,1620127789,BacT,312938,2436,TRUE,TheMax,572017,2440,FALSE,10.87235,0,1,2,0,10,0,0,0,0,10,0,0,0,0,0,0,2,4,0,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,vandamme,vandamme,TRUE,16,Mayans,26,Malians,87634484,46295,TRUE,9,1619652013,vandamme,4102146,2093,TRUE,GodOfTheGodless,260593,2188,FALSE,7.7153,31.24151667,3,8,10,10,0,10,0,10,10,1,10,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
463,GodOfTheGodless,GodOfTheGodless,FALSE,26,Malians,16,Mayans,87634484,46295,TRUE,9,1619652013,vandamme,4102146,2093,TRUE,GodOfTheGodless,260593,2188,FALSE,7.880483333,34.996,4,12,0,10,0,0,0,10,10,2,10,10,8,0,0,1,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
464,_WWP_Yo,_WWP_Yo,FALSE,36,Burgundians,16,Mayans,89060224,47820,TRUE,9,1620146943,_WWP_Yo,197964,2434,FALSE,[Tempo] Liereyy,506898,2490,TRUE,7.156333333,22.36073333,0,0,0,10,0,0,0,10,10,2,0,0,0,0,0,2,5,0,0,0,0,0,0,0,10,0,0,0,2,5,10,0,0,0,0,0
465,[Tempo] Liereyy,[Tempo] Liereyy,TRUE,16,Mayans,36,Burgundians,89060224,47820,TRUE,9,1620146943,_WWP_Yo,197964,2434,FALSE,[Tempo] Liereyy,506898,2490,TRUE,8.82065,19.3685,4,12,0,10,0,0,0,10,10,1,10,10,3,10,0,2,4,0,10,3,0,1,3,0,0,2,4,0,0,0,0,0,0,0,0,0
466,旋律,旋律,FALSE,17,Huns,13,Celts,89193813,47820,TRUE,9,1620187362,旋律,2972505,1971,FALSE,DS_Carbo__,618731,1972,TRUE,7.7051,0,2,4,0,0,0,0,0,10,10,2,10,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,DS_Carbo__,DS_Carbo__,TRUE,13,Celts,17,Huns,89193813,47820,TRUE,9,1620187362,旋律,2972505,1971,FALSE,DS_Carbo__,618731,1972,TRUE,9.4382,0,2,6,0,10,0,0,0,0,10,1,10,10,5,0,0,0,0,0,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,KongeQrnen,KongeQrnen,FALSE,16,Mayans,21,Incas,89223025,47820,TRUE,9,1620206469,KongeQrnen,725502,2254,FALSE,Zuppi,575722,2293,TRUE,8.20985,19.90046667,3,10,10,10,0,0,0,10,10,1,10,10,3,0,0,1,2,0,0,0,0,1,3,0,10,0,0,0,0,0,0,0,0,0,0,0
469,Zuppi,Zuppi,TRUE,21,Incas,16,Mayans,89223025,47820,TRUE,9,1620206469,KongeQrnen,725502,2254,FALSE,Zuppi,575722,2293,TRUE,9.228733333,21.29368333,2,5,10,10,10,0,0,0,10,1,10,10,3,0,0,2,6,0,10,3,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
470,twitch.tv/haraoe,twitch.tv/haraoe,TRUE,6,Chinese,3,Goths,86620521,46295,TRUE,9,1619285745,twitch.tv/haraoe,1650931,1868,TRUE,October Sky,3152642,2103,FALSE,7.403316667,0,3,8,10,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,小霸王回來囉,October Sky,FALSE,3,Goths,6,Chinese,86620521,46295,TRUE,9,1619285745,twitch.tv/haraoe,1650931,1868,TRUE,October Sky,3152642,2103,FALSE,10.13123333,0,0,0,0,0,0,0,0,10,10,0,10,10,5,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,_WWP_啊错,_WWP_啊错,FALSE,21,Incas,2,Franks,84352766,46295,TRUE,9,1618492587,_WWP_啊错,801470,2021,FALSE,Iroha,243287,2101,TRUE,7.482166667,19.34791667,0,0,0,10,0,0,0,10,10,0,10,10,3,0,0,0,0,0,0,0,0,0,0,0,10,1,3,10,0,0,0,0,0,0,0,0
473,lroha,Iroha,TRUE,2,Franks,21,Incas,84352766,46295,TRUE,9,1618492587,_WWP_啊错,801470,2021,FALSE,Iroha,243287,2101,TRUE,7.695,17.89285,0,0,0,10,0,0,0,10,10,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,0,0,0,0,0
474,Fish,Fish,FALSE,24,Portuguese,16,Mayans,86525901,46295,TRUE,9,1619257582,Fish,2821727,2323,FALSE,Nicov,208393,2388,TRUE,7.536633333,20.29821667,0,0,0,10,10,0,0,10,10,2,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,2,4,10,10,0,0,0,0
475,Nicov,Nicov,TRUE,16,Mayans,24,Portuguese,86525901,46295,TRUE,9,1619257582,Fish,2821727,2323,FALSE,Nicov,208393,2388,TRUE,7.464766667,18.38323333,3,8,10,10,0,10,10,10,10,1,10,10,6,10,33.8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,KongeQrnen,KongeQrnen,TRUE,32,Bulgarians,8,Persians,89663051,47820,TRUE,9,1620376119,KongeQrnen,725502,2192,TRUE,[HyM]Rusher,3527288,1917,FALSE,7.663866667,17.21,0,0,10,0,0,0,10,10,10,1,10,10,3,0,37.38655,0,0,10,0,0,0,0,0,0,10,2,4,0,0,0,10,0,0,0,0,0
477,[HyM]Rusher,[HyM]Rusher,FALSE,8,Persians,32,Bulgarians,89663051,47820,TRUE,9,1620376119,KongeQrnen,725502,2192,TRUE,[HyM]Rusher,3527288,1917,FALSE,7.533666667,17.58405,0,0,10,0,0,0,10,10,10,2,0,0,0,10,41.16116667,0,0,10,0,0,0,0,0,0,0,0,0,0,2,6,10,0,0,0,0,0
